"","Gene","statistic","pvalue","adj_p_value"
"380","1552902_a_at","-5.212417e-01","6.132966e-01","1.000000e+00"
"381","1552903_at"," 4.029303e+00","7.402389e-04","1.000000e+00"
"382","1552904_at"," 1.230370e-01","9.033050e-01","1.000000e+00"
"383","1552906_at","-2.219885e-01","8.268081e-01","1.000000e+00"
"384","1552908_at"," 1.109206e+00","2.816678e-01","1.000000e+00"
"385","1552910_at","-3.492577e-01","7.303011e-01","1.000000e+00"
"386","1552912_a_at"," 4.571142e+00","7.616765e-05","1.000000e+00"
"387","1552913_at"," 9.602026e-01","3.505287e-01","1.000000e+00"
"388","1552914_a_at","-2.351565e+00","3.232584e-02","1.000000e+00"
"389","1552915_at"," 1.125967e+00","2.796614e-01","1.000000e+00"
"390","1552917_at"," 2.610912e+00","2.167024e-02","1.000000e+00"
"391","1552919_at"," 2.051890e+00","5.682172e-02","1.000000e+00"
"392","1552921_a_at"," 1.256516e+00","2.239964e-01","1.000000e+00"
"393","1552922_at"," 1.491936e+00","1.513500e-01","1.000000e+00"
"394","1552923_a_at","-5.799249e-01","5.703586e-01","1.000000e+00"
"395","1552925_at"," 1.519624e+00","1.446066e-01","1.000000e+00"
"396","1552927_at"," 7.089864e-01","4.876689e-01","1.000000e+00"
"397","1552929_at","-1.296258e+00","2.148748e-01","1.000000e+00"
"398","1552930_at"," 2.477961e+00","2.795830e-02","1.000000e+00"
"399","1552931_a_at"," 2.685976e+00","1.503115e-02","1.000000e+00"
"400","1552933_at"," 6.537014e-01","5.219192e-01","1.000000e+00"
"401","1552935_at","-2.182370e+00","4.478494e-02","1.000000e+00"
"402","1552938_at"," 3.856200e-01","7.049181e-01","1.000000e+00"
"403","1552939_at","-3.367399e-02","9.737632e-01","1.000000e+00"
"404","1552940_at"," 6.838231e-01","5.055521e-01","1.000000e+00"
"405","1552942_at"," 4.291255e-01","6.751965e-01","1.000000e+00"
"406","1552943_at"," 4.839692e-01","6.350700e-01","1.000000e+00"
"407","1552944_a_at"," 1.400751e+00","1.830175e-01","1.000000e+00"
"408","1552948_at"," 2.021374e+00","5.921283e-02","1.000000e+00"
"409","1552950_at"," 1.635540e+00","1.277160e-01","1.000000e+00"
"410","1552952_at"," 1.629311e+00","1.213964e-01","1.000000e+00"
"411","1552953_a_at"," 1.335205e+00","2.008246e-01","1.000000e+00"
"412","1552954_at"," 5.781299e-01","5.711422e-01","1.000000e+00"
"413","1552955_at"," 3.733999e-02","9.707691e-01","1.000000e+00"
"414","1552957_at"," 1.744610e+00","1.013959e-01","1.000000e+00"
"415","1552961_at"," 2.660244e+00","1.381156e-02","1.000000e+00"
"416","1552964_at"," 1.122678e+00","2.736802e-01","1.000000e+00"
"417","1552965_a_at"," 4.570747e-01","6.551072e-01","1.000000e+00"
"418","1552967_at"," 3.101162e-01","7.593127e-01","1.000000e+00"
"419","1552969_a_at"," 1.149508e+00","2.599879e-01","1.000000e+00"
"420","1552970_s_at"," 8.778995e-01","3.938331e-01","1.000000e+00"
"421","1552971_at"," 1.312673e-01","8.971421e-01","1.000000e+00"
"422","1552972_at"," 8.449369e-01","4.047106e-01","1.000000e+00"
"423","1552973_at"," 3.257367e-02","9.745147e-01","1.000000e+00"
"424","1552974_at"," 1.472550e+00","1.537372e-01","1.000000e+00"
"425","1552975_x_at"," 9.089062e-01","3.720021e-01","1.000000e+00"
"426","1552976_at"," 1.473224e+00","1.565873e-01","1.000000e+00"
"427","1552977_a_at","-8.458361e-01","4.066657e-01","1.000000e+00"
"428","1552978_a_at","-1.776035e-01","8.608827e-01","1.000000e+00"
"429","1552979_at"," 2.144290e+00","4.453675e-02","1.000000e+00"
"430","1552982_a_at"," 7.409218e-01","4.712671e-01","1.000000e+00"
"431","1552985_at"," 1.443164e+00","1.684930e-01","1.000000e+00"
"432","1552986_at","-3.907269e-01","7.016563e-01","1.000000e+00"
"433","1552987_a_at","-4.437638e-01","6.633120e-01","1.000000e+00"
"434","1552988_at"," 2.024911e+00","6.103936e-02","1.000000e+00"
"435","1552990_at"," 7.773548e-02","9.391124e-01","1.000000e+00"
"436","1552991_at"," 1.109475e+00","2.775142e-01","1.000000e+00"
"437","1552993_at"," 9.507352e-01","3.547296e-01","1.000000e+00"
"438","1552995_at"," 1.548633e+00","1.429817e-01","1.000000e+00"
"439","1552997_a_at"," 1.462839e+00","1.691130e-01","1.000000e+00"
"440","1552998_at"," 1.291229e+00","2.197867e-01","1.000000e+00"
"441","1552999_a_at"," 4.985429e-01","6.240628e-01","1.000000e+00"
"442","1553002_at"," 1.560675e+00","1.377986e-01","1.000000e+00"
"443","1553003_at"," 2.602435e+00","1.455366e-02","1.000000e+00"
"444","1553004_at"," 1.897516e+00","6.932165e-02","1.000000e+00"
"445","1553006_at"," 1.202075e+00","2.513150e-01","1.000000e+00"
"446","1553007_a_at"," 1.501525e+00","1.531689e-01","1.000000e+00"
"447","1553009_s_at"," 1.013553e+00","3.237914e-01","1.000000e+00"
"448","1553011_at"," 1.481955e+00","1.599001e-01","1.000000e+00"
"449","1553013_at","-7.653633e-01","4.594628e-01","1.000000e+00"
"450","1553015_a_at"," 1.706169e-01","8.671261e-01","1.000000e+00"
"451","1553016_at"," 1.379617e+00","1.902113e-01","1.000000e+00"
"452","1553019_at"," 1.140565e+00","2.680200e-01","1.000000e+00"
"453","1553020_at"," 7.239338e-01","4.797755e-01","1.000000e+00"
"454","1553022_at","-6.771421e-01","5.040600e-01","1.000000e+00"
"455","1553024_at","-1.258957e+00","2.259891e-01","1.000000e+00"
"456","1553025_at"," 8.368835e-01","4.219905e-01","1.000000e+00"
"457","1553027_a_at","-3.297268e+00","5.654223e-03","1.000000e+00"
"458","1553028_at"," 1.846882e+00","8.571279e-02","1.000000e+00"
"459","1553031_at"," 2.120993e-01","8.340210e-01","1.000000e+00"
"460","1553032_at"," 2.219750e-01","8.269732e-01","1.000000e+00"
"461","1553033_at"," 3.545894e+00","1.551277e-03","1.000000e+00"
"462","1553036_at"," 1.406663e+00","1.717646e-01","1.000000e+00"
"463","1553037_a_at","-3.020512e-01","7.665411e-01","1.000000e+00"
"464","1553039_a_at","-2.859924e-01","7.800261e-01","1.000000e+00"
"465","1553041_at"," 1.034878e+00","3.134053e-01","1.000000e+00"
"466","1553042_a_at","-7.888045e-01","4.396894e-01","1.000000e+00"
"467","1553043_a_at","-4.699370e+00","2.021860e-04","1.000000e+00"
"468","1553044_at"," 1.414034e+00","1.784369e-01","1.000000e+00"
"469","1553045_at","-1.135710e+00","2.735958e-01","1.000000e+00"
"470","1553046_s_at"," 3.229408e+00","5.101547e-03","1.000000e+00"
"471","1553047_at"," 1.385229e+00","1.864731e-01","1.000000e+00"
"472","1553048_a_at"," 6.399430e-01","5.290152e-01","1.000000e+00"
"473","1553051_s_at"," 6.072761e-01","5.532193e-01","1.000000e+00"
"474","1553052_at"," 1.151498e+00","2.673729e-01","1.000000e+00"
"475","1553053_at"," 2.437301e+00","2.464030e-02","1.000000e+00"
"476","1553055_a_at","-7.897884e-01","4.416376e-01","1.000000e+00"
"477","1553057_at"," 4.138428e+00","4.772357e-04","1.000000e+00"
"478","1553058_at"," 1.452301e+00","1.640101e-01","1.000000e+00"
"479","1553059_at"," 1.365567e+00","1.891619e-01","1.000000e+00"
"480","1553060_at"," 1.967939e+00","6.218926e-02","1.000000e+00"
"481","1553061_at"," 1.342463e+00","2.029688e-01","1.000000e+00"
"482","1553062_at"," 4.057224e-01","6.918595e-01","1.000000e+00"
"483","1553064_at"," 1.601745e+00","1.327627e-01","1.000000e+00"
"484","1553066_at","-1.516022e+00","1.443490e-01","1.000000e+00"
"485","1553067_a_at"," 1.836954e+00","9.085837e-02","1.000000e+00"
"486","1553069_at"," 3.316308e-01","7.441428e-01","1.000000e+00"
"487","1553070_a_at"," 1.963235e+00","6.958664e-02","1.000000e+00"
"488","1553072_at"," 2.754437e+00","1.137006e-02","1.000000e+00"
"489","1553074_at"," 1.602252e+00","1.284750e-01","1.000000e+00"
"490","1553075_a_at"," 1.510372e+00","1.423166e-01","1.000000e+00"
"491","1553076_at","-1.225590e-01","9.034828e-01","1.000000e+00"
"492","1553077_at"," 1.087427e+00","2.959344e-01","1.000000e+00"
"493","1553078_at"," 8.419149e-01","4.153079e-01","1.000000e+00"
"494","1553079_at"," 1.910244e+00","7.226381e-02","1.000000e+00"
"495","1553080_at"," 8.621287e-01","4.031396e-01","1.000000e+00"
"496","1553081_at"," 1.533862e+00","1.483518e-01","1.000000e+00"
"497","1553082_at"," 2.003820e+00","5.539597e-02","1.000000e+00"
"498","1553083_at"," 1.166038e+00","2.584763e-01","1.000000e+00"
"499","1553084_at"," 2.167936e+00","4.057753e-02","1.000000e+00"
"500","1553086_at"," 1.875217e+00","8.155163e-02","1.000000e+00"
"501","1553087_at"," 1.890663e+00","7.653839e-02","1.000000e+00"
"502","1553088_a_at"," 7.475872e-02","9.417423e-01","1.000000e+00"
"503","1553093_a_at"," 1.799896e+00","8.880001e-02","1.000000e+00"
"504","1553094_at"," 2.007639e+00","6.472739e-02","1.000000e+00"
"505","1553096_s_at"," 5.560622e-01","5.857035e-01","1.000000e+00"
"506","1553099_at"," 1.102575e-01","9.134637e-01","1.000000e+00"
"507","1553101_a_at","-4.178886e-01","6.821074e-01","1.000000e+00"
"508","1553102_a_at","-1.875154e+00","8.840761e-02","1.000000e+00"
"509","1553105_s_at"," 4.017304e+00","1.178233e-03","1.000000e+00"
"510","1553106_at"," 2.041195e+00","5.017705e-02","1.000000e+00"
"511","1553107_s_at","-2.640312e-01","7.947186e-01","1.000000e+00"
"512","1553111_a_at","-8.460593e-01","4.101920e-01","1.000000e+00"
"513","1553112_s_at"," 7.795822e-01","4.485683e-01","1.000000e+00"
"514","1553113_s_at"," 8.740177e-01","3.935517e-01","1.000000e+00"
"515","1553114_a_at"," 1.109652e+00","2.800307e-01","1.000000e+00"
"516","1553115_at"," 2.591818e+00","1.720300e-02","1.000000e+00"
"517","1553117_a_at"," 1.444212e+00","1.690549e-01","1.000000e+00"
"518","1553120_at"," 2.626413e+00","1.334059e-02","1.000000e+00"
"519","1553125_x_at"," 5.315521e-01","6.035510e-01","1.000000e+00"
"520","1553126_a_at","-1.166563e-01","9.082219e-01","1.000000e+00"
"521","1553127_a_at"," 2.463326e+00","2.928495e-02","1.000000e+00"
"522","1553129_at","-6.645731e-01","5.149719e-01","1.000000e+00"
"523","1553130_at"," 9.915455e-01","3.333104e-01","1.000000e+00"
"524","1553131_a_at","-3.660245e-01","7.198372e-01","1.000000e+00"
"525","1553132_a_at"," 3.297345e+00","6.263962e-03","1.000000e+00"
"526","1553133_at","-1.441482e+00","1.709909e-01","1.000000e+00"
"527","1553134_s_at","-8.947243e-01","3.879216e-01","1.000000e+00"
"528","1553136_at"," 1.062074e+00","3.083283e-01","1.000000e+00"
"529","1553138_a_at","-1.492037e+00","1.540712e-01","1.000000e+00"
"530","1553140_at","-8.337590e-01","4.201164e-01","1.000000e+00"
"531","1553141_at"," 5.273711e-01","6.049211e-01","1.000000e+00"
"532","1553142_at"," 1.233801e+00","2.347279e-01","1.000000e+00"
"533","1553145_at"," 1.184386e+00","2.461712e-01","1.000000e+00"
"534","1553146_at"," 6.451838e-01","5.264128e-01","1.000000e+00"
"535","1553147_at","-2.652535e-01","7.960989e-01","1.000000e+00"
"536","1553148_a_at"," 1.183719e+00","2.517574e-01","1.000000e+00"
"537","1553150_at"," 8.460304e-01","4.059267e-01","1.000000e+00"
"538","1553151_at","-1.053638e+00","3.127162e-01","1.000000e+00"
"539","1553156_at"," 5.658169e-01","5.830115e-01","1.000000e+00"
"540","1553157_at"," 2.030620e+00","5.846498e-02","1.000000e+00"
"541","1553159_at"," 1.007852e+00","3.292876e-01","1.000000e+00"
"542","1553163_at"," 2.001842e+00","6.152560e-02","1.000000e+00"
"543","1553165_at","-1.362982e+00","1.933880e-01","1.000000e+00"
"544","1553166_at"," 2.138345e+00","4.398784e-02","1.000000e+00"
"545","1553167_a_at"," 1.625679e+00","1.249451e-01","1.000000e+00"
"546","1553168_at","-2.665523e-01","7.926867e-01","1.000000e+00"
"547","1553169_at"," 1.671780e+00","1.110574e-01","1.000000e+00"
"548","1553171_x_at"," 1.268479e+00","2.186277e-01","1.000000e+00"
"549","1553172_at"," 6.264486e-01","5.405200e-01","1.000000e+00"
"550","1553174_at"," 1.928588e-01","8.498009e-01","1.000000e+00"
"551","1553175_s_at","-9.772985e-01","3.440221e-01","1.000000e+00"
"552","1553176_at"," 2.588235e-01","7.990486e-01","1.000000e+00"
"553","1553178_a_at"," 1.583859e+00","1.289252e-01","1.000000e+00"
"554","1553179_at"," 1.699649e+00","9.892026e-02","1.000000e+00"
"555","1553180_at"," 2.075027e+00","4.815741e-02","1.000000e+00"
"556","1553181_at"," 1.999707e+00","5.574394e-02","1.000000e+00"
"557","1553183_at"," 1.700300e+00","9.915117e-02","1.000000e+00"
"558","1553185_at","-4.180041e-01","6.824723e-01","1.000000e+00"
"559","1553186_x_at","-4.541207e-01","6.569562e-01","1.000000e+00"
"560","1553188_s_at"," 8.774550e-01","3.951662e-01","1.000000e+00"
"561","1553191_at","-5.978959e-01","5.595375e-01","1.000000e+00"
"562","1553192_at"," 1.191844e+00","2.475431e-01","1.000000e+00"
"563","1553193_at"," 1.393490e+00","1.818742e-01","1.000000e+00"
"564","1553194_at","-2.682923e+00","2.346967e-02","1.000000e+00"
"565","1553196_a_at"," 1.467257e+00","1.615990e-01","1.000000e+00"
"566","1553197_at","-7.705055e-02","9.394398e-01","1.000000e+00"
"567","1553199_at"," 2.714800e+00","1.474680e-02","1.000000e+00"
"568","1553204_at","-2.255103e+00","3.894456e-02","1.000000e+00"
"569","1553205_at"," 8.330440e-01","4.160922e-01","1.000000e+00"
"570","1553207_at"," 1.410423e+00","1.833302e-01","1.000000e+00"
"571","1553208_s_at"," 9.271231e-01","3.671148e-01","1.000000e+00"
"572","1553209_at"," 5.842853e-01","5.688055e-01","1.000000e+00"
"573","1553211_at"," 3.047466e+00","6.091980e-03","1.000000e+00"
"574","1553212_at","-6.535290e-01","5.215872e-01","1.000000e+00"
"575","1553213_a_at"," 5.923473e-01","5.580650e-01","1.000000e+00"
"576","1553214_a_at"," 6.478287e-01","5.253923e-01","1.000000e+00"
"577","1553215_s_at"," 1.843270e+00","7.474812e-02","1.000000e+00"
"578","1553218_a_at","-4.961983e+00","2.851184e-05","1.000000e+00"
"579","1553219_a_at"," 1.436342e+00","1.665318e-01","1.000000e+00"
"580","1553220_at"," 1.936375e+00","7.212035e-02","1.000000e+00"
"581","1553221_at","-1.370106e+00","1.955095e-01","1.000000e+00"
"582","1553222_at"," 1.221904e+00","2.373530e-01","1.000000e+00"
"583","1553224_at","-1.332358e+00","1.983287e-01","1.000000e+00"
"584","1553226_at"," 6.136107e-01","5.447126e-01","1.000000e+00"
"585","1553227_s_at"," 1.178155e+00","2.603722e-01","1.000000e+00"
"586","1553228_at","-3.752463e-01","7.136341e-01","1.000000e+00"
"587","1553232_at"," 2.639895e+00","1.414125e-02","1.000000e+00"
"588","1553234_at"," 5.504784e-01","5.881277e-01","1.000000e+00"
"589","1553235_at"," 1.518868e+00","1.498160e-01","1.000000e+00"
"590","1553237_x_at"," 3.388239e+00","2.384858e-03","1.000000e+00"
"591","1553238_a_at"," 1.994035e+00","6.183659e-02","1.000000e+00"
"592","1553239_at"," 3.928105e-01","7.006247e-01","1.000000e+00"
"593","1553241_at"," 1.085101e-01","9.152088e-01","1.000000e+00"
"594","1553243_at","-1.439378e+00","1.805039e-01","1.000000e+00"
"595","1553244_at"," 1.167226e+00","2.583050e-01","1.000000e+00"
"596","1553246_a_at"," 1.893852e+00","6.932893e-02","1.000000e+00"
"597","1553247_a_at"," 1.647140e+00","1.175341e-01","1.000000e+00"
"598","1553248_at"," 2.657966e+00","1.546618e-02","1.000000e+00"
"599","1553249_at"," 5.334676e-01","5.985300e-01","1.000000e+00"
"600","1553253_at"," 1.429734e+00","1.704370e-01","1.000000e+00"
"601","1553254_at"," 3.620252e-01","7.219596e-01","1.000000e+00"
"602","1553255_at","-6.148653e-01","5.496924e-01","1.000000e+00"
"603","1553257_at","-3.241184e-02","9.745162e-01","1.000000e+00"
"604","1553258_at"," 9.037066e-01","3.826024e-01","1.000000e+00"
"605","1553260_s_at"," 1.009478e+00","3.265484e-01","1.000000e+00"
"606","1553261_x_at","-2.206957e-01","8.280397e-01","1.000000e+00"
"607","1553262_a_at"," 5.395169e-01","5.964288e-01","1.000000e+00"
"608","1553263_at"," 1.921192e+00","7.413497e-02","1.000000e+00"
"609","1553264_a_at"," 1.426074e+00","1.790037e-01","1.000000e+00"
"610","1553266_at"," 1.071931e+00","3.018481e-01","1.000000e+00"
"611","1553267_a_at","-5.542986e-01","5.853308e-01","1.000000e+00"
"612","1553268_at"," 1.373437e+00","1.832282e-01","1.000000e+00"
"613","1553274_a_at"," 6.874958e-02","9.459514e-01","1.000000e+00"
"614","1553275_s_at","-3.439541e+00","6.775813e-03","1.000000e+00"
"615","1553276_at"," 1.477626e+00","1.588591e-01","1.000000e+00"
"616","1553277_at","-7.844187e-01","4.472478e-01","1.000000e+00"
"617","1553279_at"," 8.548493e-01","4.062823e-01","1.000000e+00"
"618","1553280_at"," 1.913133e-01","8.511707e-01","1.000000e+00"
"619","1553281_at"," 1.082033e+00","2.969707e-01","1.000000e+00"
"620","1553282_at"," 3.107126e-01","7.583640e-01","1.000000e+00"
"621","1553285_s_at","-4.798554e-01","6.377211e-01","1.000000e+00"
"622","1553288_a_at"," 1.633798e-01","8.727159e-01","1.000000e+00"
"623","1553292_s_at"," 7.034579e-01","4.919984e-01","1.000000e+00"
"624","1553293_at"," 1.292195e+00","2.090361e-01","1.000000e+00"
"625","1553295_at"," 1.872601e+00","7.320868e-02","1.000000e+00"
"626","1553296_at"," 1.477193e+00","1.565065e-01","1.000000e+00"
"627","1553297_a_at","-5.718497e+00","4.370221e-06","1.864992e-01"
"628","1553298_at"," 3.375299e+00","1.960459e-03","1.000000e+00"
"629","1553303_at"," 2.336892e+00","2.754102e-02","1.000000e+00"
"630","1553306_at"," 1.960491e+00","6.528371e-02","1.000000e+00"
"631","1553310_at"," 1.152996e+00","2.710995e-01","1.000000e+00"
"632","1553311_at","-1.151369e+00","2.624971e-01","1.000000e+00"
"633","1553315_at"," 1.670632e+00","1.151173e-01","1.000000e+00"
"634","1553316_at"," 1.259228e+00","2.278190e-01","1.000000e+00"
"635","1553317_s_at"," 6.937145e-01","4.954434e-01","1.000000e+00"
"636","1553318_at"," 9.076573e-01","3.784564e-01","1.000000e+00"
"637","1553319_at"," 1.910714e+00","7.007647e-02","1.000000e+00"
"638","1553320_s_at"," 1.571019e+00","1.348788e-01","1.000000e+00"
"639","1553321_a_at"," 1.877903e+00","7.038071e-02","1.000000e+00"
"640","1553322_s_at","-1.046874e+00","3.117466e-01","1.000000e+00"
"641","1553323_a_at"," 2.422443e+00","2.607883e-02","1.000000e+00"
"642","1553325_at"," 8.954928e-01","3.849116e-01","1.000000e+00"
"643","1553326_at"," 5.323903e-01","5.999464e-01","1.000000e+00"
"644","1553327_a_at"," 1.563870e+00","1.350078e-01","1.000000e+00"
"645","1553328_a_at","-9.920635e-01","3.412164e-01","1.000000e+00"
"646","1553329_at"," 7.493698e-01","4.648002e-01","1.000000e+00"
"647","1553330_at"," 1.307857e+00","2.025718e-01","1.000000e+00"
"648","1553335_x_at"," 1.660994e+00","1.215580e-01","1.000000e+00"
"649","1553338_at","-1.610536e-01","8.749720e-01","1.000000e+00"
"650","1553340_s_at"," 1.641891e+00","1.238044e-01","1.000000e+00"
"651","1553341_at"," 1.518239e+00","1.504361e-01","1.000000e+00"
"652","1553344_at","-2.193296e-01","8.298873e-01","1.000000e+00"
"653","1553347_s_at"," 6.448419e-01","5.316678e-01","1.000000e+00"
"654","1553349_at","-8.407612e-01","4.155528e-01","1.000000e+00"
"655","1553350_at"," 1.827364e+00","8.316919e-02","1.000000e+00"
"656","1553352_x_at"," 5.901907e-01","5.631935e-01","1.000000e+00"
"657","1553354_a_at"," 8.137538e-02","9.360310e-01","1.000000e+00"
"658","1553355_at"," 1.310189e+00","1.996080e-01","1.000000e+00"
"659","1553356_at","-1.233136e+00","2.401266e-01","1.000000e+00"
"660","1553357_at"," 1.655586e+00","1.151409e-01","1.000000e+00"
"661","1553359_at"," 1.501899e-01","8.829958e-01","1.000000e+00"
"662","1553361_x_at"," 6.176285e-01","5.485491e-01","1.000000e+00"
"663","1553362_at"," 1.522433e+00","1.377281e-01","1.000000e+00"
"664","1553363_at"," 6.106751e-01","5.495227e-01","1.000000e+00"
"665","1553364_at"," 1.466149e-02","9.884785e-01","1.000000e+00"
"666","1553365_at"," 1.444763e+00","1.657210e-01","1.000000e+00"
"667","1553366_s_at"," 1.892209e+00","8.096111e-02","1.000000e+00"
"668","1553367_a_at","-2.865633e-01","7.795407e-01","1.000000e+00"
"669","1553369_at","-3.821387e-01","7.082422e-01","1.000000e+00"
"670","1553371_at"," 2.528833e+00","1.889643e-02","1.000000e+00"
"671","1553372_at"," 1.554573e+00","1.367222e-01","1.000000e+00"
"672","1553373_at"," 5.011421e-01","6.235373e-01","1.000000e+00"
"673","1553374_at"," 8.437569e-01","4.068353e-01","1.000000e+00"
"674","1553375_at"," 1.567329e+00","1.322355e-01","1.000000e+00"
"675","1553376_a_at"," 2.847377e-01","7.806266e-01","1.000000e+00"
